ID_CORRELATIVO,CODMES_x,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,ATTRITION,RANG_SDO_PASIVO_MENOS0,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,RANG_NRO_PRODUCTOS_MENOS0,FLG_NOMINA,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5,TIPO_REQUERIMIENTO2,DICTAMEN,CODMES_y,PRODUCTO_SERVICIO_2,SUBMOTIVO_2
98315,201208,1,Rang_ingreso_03,Lima,26.0,4.0,0,Rango_SDO_01,240,150,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,0,0,0,0,0,5,12,3,0,0,0,6,8,17,13,13,8,1,1,1,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202406,Producto 01,Submotivo 146
98315,201208,1,Rang_ingreso_03,Lima,26.0,4.0,0,Rango_SDO_01,240,150,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,0,0,0,0,0,5,12,3,0,0,0,6,8,17,13,13,8,1,1,1,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202406,Producto 01,Submotivo 146
752,201208,1,Rang_ingreso_03,Lima,27.0,5.0,0,Rango_SDO_01,880,800,1430,500,250,0,1,1,1,1,0,0,Rango_05,1,3,7,2,3,4,1,27,30,23,22,12,10,8,24,8,4,14,5,1,1,1,1,1,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202405,Producto 14,Submotivo 125
6886,201208,1,Rang_ingreso_01,Lima,33.0,1.0,0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,3,9,4,1,1,1,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202404,Producto 01,Submotivo 146
28545,201208,1,Rang_ingreso_01,Lima,47.0,8.0,1,Cero,0,0,0,0,120,300,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,4,1,1,1,1,1,0,Reclamo,NO PROCEDE,202404,Producto 17,Submotivo 109
16978,201208,1,Rang_ingreso_05,Lima,28.0,8.0,0,Rango_SDO_13,37190,45390,53310,60380,46140,45930,1,1,1,1,1,1,Rango_05,1,1,1,0,0,1,0,30,31,25,24,25,28,32,65,41,42,51,40,2,3,3,3,3,3,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202407,Producto 01,Submotivo 125
94351,201208,1,Rang_ingreso_01,Provincia,60.0,1.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,10,23,14,13,4,4,5,5,5,5,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202405,Producto 01,Submotivo 125
66802,201208,1,Rang_ingreso_09,Lima,30.0,9.0,0,Rango_SDO_11,724840,728950,728660,727470,97610,0,1,1,1,1,1,1,Rango_04,1,6,8,15,11,11,1,0,0,0,0,0,0,6,1,4,2,5,3,1,1,1,1,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 109
66802,201208,1,Rang_ingreso_09,Lima,30.0,9.0,0,Rango_SDO_11,724840,728950,728660,727470,97610,0,1,1,1,1,1,1,Rango_04,1,6,8,15,11,11,1,0,0,0,0,0,0,6,1,4,2,5,3,1,1,1,1,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202406,Producto 18,Submotivo 125
37993,201208,1,Rang_ingreso_08,Lima,33.0,8.0,0,Rango_SDO_12,71200,72740,74010,75380,76900,78100,1,1,1,1,1,1,Rango_04,1,8,8,7,10,11,9,10,6,3,3,6,0,7,5,5,7,12,9,4,4,4,4,4,4,1,1,1,1,1,1,Reclamo,PROCEDE PARCIAL,202405,Producto 18,Submotivo 67
46907,201208,1,Rang_ingreso_05,Lima,30.0,8.0,0,Rango_SDO_01,1880,3090,3530,2520,3120,3510,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,2,0,5,3,4,4,4,4,4,1,1,1,1,1,1,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
61302,201208,1,Rang_ingreso_02,Lima,26.0,5.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,3,7,0,11,1,0,10,15,2,1,0,0,3,6,6,7,3,0,3,2,2,2,2,2,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202406,Producto 21,Submotivo 88
35618,201208,1,Rang_ingreso_01,Provincia,51.0,4.0,0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,1,1,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 06,Submotivo 125
5335,201208,1,Rang_ingreso_02,Lima,26.0,8.0,0,Rango_SDO_05,6880,6720,6940,6990,6920,6990,1,1,1,1,1,1,Rango_04,1,7,7,9,9,12,11,0,2,1,2,3,1,17,14,13,19,20,16,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202404,Producto 05,Submotivo 125
98237,201208,1,Rang_ingreso_04,Lima,53.0,1.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,0,0,0,0,0,0,0,0,0,0,0,16,12,11,14,11,9,2,3,3,3,3,4,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
9191,201208,1,Rang_ingreso_02,Lima,28.0,5.0,1,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 144
32796,201208,1,Rang_ingreso_02,Lima,30.0,6.0,0,Rango_SDO_02,0,0,0,0,0,190,1,1,1,1,1,1,Rango_03,1,0,0,1,0,0,0,3,4,3,0,0,1,17,23,15,6,15,24,1,1,1,1,1,1,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
32009,201208,1,Rang_ingreso_02,Lima,22.0,1.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,1,0,0,Rango_03,1,15,16,12,10,8,5,8,1,3,1,2,1,4,9,9,8,6,11,1,1,1,1,0,0,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 144
327,201208,1,Rang_ingreso_06,Lima,28.0,6.0,1,Rango_SDO_03,53660,53330,47190,36530,17700,18020,1,1,1,1,1,1,Rango_04,1,16,20,20,22,15,14,0,0,0,1,0,0,10,9,10,8,12,6,3,3,3,3,2,2,1,1,1,1,1,1,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
327,201208,1,Rang_ingreso_06,Lima,28.0,6.0,1,Rango_SDO_03,53660,53330,47190,36530,17700,18020,1,1,1,1,1,1,Rango_04,1,16,20,20,22,15,14,0,0,0,1,0,0,10,9,10,8,12,6,3,3,3,3,2,2,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
84028,201208,1,Rang_ingreso_06,Lima,35.0,9.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,6,5,5,6,6,6,1,1,1,1,1,1,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
78685,201208,1,Rang_ingreso_02,Lima,25.0,2.0,0,Rango_SDO_04,910,420,10,0,0,0,1,1,1,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
78685,201208,1,Rang_ingreso_02,Lima,25.0,2.0,0,Rango_SDO_04,910,420,10,0,0,0,1,1,1,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
93850,201208,1,Rang_ingreso_03,Lima,24.0,5.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,1,2,1,4,3,1,2,1,1,5,5,0,3,3,3,3,3,3,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202404,Producto 07,Submotivo 27
95033,201208,1,Rang_ingreso_04,Lima,32.0,9.0,0,Rango_SDO_02,320,240,210,240,190,300,1,1,1,1,1,1,Rango_04,1,1,0,0,3,0,0,0,0,0,5,21,25,13,29,21,18,13,19,4,2,2,2,2,2,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 88
62548,201208,1,Rang_ingreso_06,Provincia,31.0,6.0,0,Rango_SDO_04,3410,3860,4330,4840,5190,5650,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,23,27,13,4,5,11,4,4,4,4,3,3,0,1,1,1,1,0,Solicitud,PROCEDE TOTAL,202406,Producto 14,Submotivo 130
44616,201208,1,Rang_ingreso_02,Lima,38.0,10.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,5,3,6,2,2,2,2,1,1,1,1,1,1,1,1,Reclamo,NO PROCEDE,202403,Producto 21,Submotivo 125
80474,201208,1,Rang_ingreso_05,Lima,45.0,8.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,4,3,3,4,2,16,12,3,1,2,0,0,18,11,6,9,16,24,3,3,3,3,3,2,1,1,1,1,1,1,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 125
95493,201208,1,Rang_ingreso_09,Lima,38.0,9.0,0,Rango_SDO_14,858800,856240,863240,873620,871420,903220,1,1,1,1,1,1,Rango_04,0,5,7,3,5,5,2,0,0,0,0,0,0,0,0,0,0,6,0,2,2,2,2,2,2,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202404,Producto 17,Submotivo 105
43298,201208,1,Rang_ingreso_01,Provincia,23.0,2.0,0,Rango_SDO_11,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,3,2,2,0,0,0,2,0,0,0,0,0,17,20,10,6,9,9,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 46
72420,201208,1,Rang_ingreso_06,Lima,37.0,7.0,1,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,7,7,7,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 43
38387,201208,1,Rang_ingreso_06,Provincia,40.0,10.0,0,Cero,53280,53960,55270,56310,57700,59600,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,1,1,1,1,0,0,0,0,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 157
38387,201208,1,Rang_ingreso_06,Provincia,40.0,10.0,0,Cero,53280,53960,55270,56310,57700,59600,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,1,1,1,1,0,0,0,0,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 144
38387,201208,1,Rang_ingreso_06,Provincia,40.0,10.0,0,Cero,53280,53960,55270,56310,57700,59600,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,1,1,1,1,0,0,0,0,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
92255,201208,1,Rang_ingreso_02,Provincia,29.0,5.0,0,Rango_SDO_04,9850,10770,11240,11860,12350,13070,1,1,1,1,1,1,Rango_04,0,1,1,1,1,2,1,1,3,0,1,0,0,7,7,5,8,4,0,6,5,4,4,4,4,1,1,1,1,1,0,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 132
9064,201208,1,Rang_ingreso_02,Lima,25.0,5.0,0,Rango_SDO_07,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202403,Producto 07,Submotivo 27
67342,201208,0,Desconocido,Lima,37.0,9.0,0,Rango_SDO_10,0,0,0,0,0,0,0,0,0,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 66
67342,201208,0,Desconocido,Lima,37.0,9.0,0,Rango_SDO_10,0,0,0,0,0,0,0,0,0,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202405,Producto 01,Submotivo 125
89572,201208,1,Rang_ingreso_07,Provincia,34.0,7.0,0,Rango_SDO_09,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,1,0,0,0,0,0,8,13,10,13,16,11,3,1,1,3,2,3,4,3,3,3,3,3,1,0,0,0,0,0,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 125
25767,201208,1,Rang_ingreso_08,Provincia,33.0,10.0,0,Rango_SDO_13,0,0,0,0,0,130,1,1,1,1,1,1,Rango_03,1,7,6,5,5,4,5,1,8,7,7,8,6,10,6,5,8,7,9,2,1,1,1,2,2,1,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202403,Producto 21,Submotivo 46
57218,201208,1,Rang_ingreso_05,Lima,34.0,1.0,0,Rango_SDO_04,8690,6610,5150,5280,5380,7980,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,3,6,2,2,3,3,3,3,0,0,0,0,0,0,Reclamo,NO PROCEDE,202403,Producto 05,Submotivo 125
17631,201208,1,Rang_ingreso_04,Lima,29.0,9.0,0,Rango_SDO_07,180,180,970,1080,540,340,1,1,1,1,1,1,Rango_04,1,1,1,0,0,0,0,7,6,8,11,5,5,8,7,6,6,6,6,3,3,3,3,3,3,1,1,1,1,1,1,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
59870,201208,1,Rang_ingreso_05,Lima,53.0,3.0,0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,7,14,9,3,10,6,7,7,7,7,6,6,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
91925,201208,1,Rang_ingreso_03,Lima,21.0,4.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,18,15,14,20,14,0,5,11,6,12,4,0,4,4,4,4,3,2,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202405,Producto 07,Submotivo 144
91925,201208,1,Rang_ingreso_03,Lima,21.0,4.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,18,15,14,20,14,0,5,11,6,12,4,0,4,4,4,4,3,2,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 125
31285,201208,1,Rang_ingreso_03,Lima,53.0,1.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 51
72150,201208,1,Rang_ingreso_06,Provincia,26.0,5.0,0,Rango_SDO_02,0,0,4670,0,0,0,1,1,1,1,1,1,Rango_03,1,6,9,14,15,8,11,21,29,25,15,19,13,7,47,37,26,25,23,2,2,4,4,3,3,1,1,0,0,1,0,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 145
72150,201208,1,Rang_ingreso_06,Provincia,26.0,5.0,0,Rango_SDO_02,0,0,4670,0,0,0,1,1,1,1,1,1,Rango_03,1,6,9,14,15,8,11,21,29,25,15,19,13,7,47,37,26,25,23,2,2,4,4,3,3,1,1,0,0,1,0,Reclamo,PROCEDE PARCIAL,202407,Producto 20,Submotivo 46
72150,201208,1,Rang_ingreso_06,Provincia,26.0,5.0,0,Rango_SDO_02,0,0,4670,0,0,0,1,1,1,1,1,1,Rango_03,1,6,9,14,15,8,11,21,29,25,15,19,13,7,47,37,26,25,23,2,2,4,4,3,3,1,1,0,0,1,0,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
78389,201208,1,Rang_ingreso_01,Lima,36.0,2.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,5,1,1,1,1,0,0,0,0,0,0,0,3,6,4,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 68
97566,201208,0,Desconocido,Lima,30.0,3.0,0,Rango_SDO_12,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,30,47,33,29,45,33,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202406,Producto 07,Submotivo 125
97566,201208,0,Desconocido,Lima,30.0,3.0,0,Rango_SDO_12,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,30,47,33,29,45,33,0,0,0,0,0,0,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202403,Producto 07,Submotivo 144
97566,201208,0,Desconocido,Lima,30.0,3.0,0,Rango_SDO_12,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,30,47,33,29,45,33,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 125
20255,201208,1,Rang_ingreso_06,Lima,32.0,2.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,1,0,0,Rango_03,1,5,5,1,5,3,1,0,0,1,0,0,0,8,13,8,12,10,14,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 156
51012,201208,1,Rang_ingreso_06,Provincia,31.0,6.0,0,Rango_SDO_03,13420,14700,15800,16510,17260,17950,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,18,26,22,39,20,24,4,4,4,4,3,3,1,1,1,1,1,1,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
91019,201208,1,Rang_ingreso_01,Lima,20.0,3.0,0,Rango_SDO_01,510,0,0,0,0,0,1,1,0,0,0,0,Rango_04,1,4,5,3,6,8,7,9,11,9,11,7,5,10,16,8,30,10,16,1,1,0,0,0,0,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 144
82793,201208,1,Rang_ingreso_04,Provincia,42.0,5.0,1,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,1,1,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
82793,201208,1,Rang_ingreso_04,Provincia,42.0,5.0,1,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,1,1,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
82793,201208,1,Rang_ingreso_04,Provincia,42.0,5.0,1,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,1,1,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
82793,201208,1,Rang_ingreso_04,Provincia,42.0,5.0,1,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,0,0,0,0,1,1,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 43
38710,201208,1,Rang_ingreso_05,Lima,33.0,4.0,0,Rango_SDO_06,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,1,1,2,2,2,2,0,0,0,0,1,1,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
38710,201208,1,Rang_ingreso_05,Lima,33.0,4.0,0,Rango_SDO_06,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,1,1,2,2,2,2,0,0,0,0,1,1,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 43
72847,201208,0,Rang_ingreso_08,Lima,19.0,2.0,0,Rango_SDO_11,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,3,2,5,0,1,3,15,19,21,12,15,17,1,3,10,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202406,Producto 21,Submotivo 88
11049,201208,1,Rang_ingreso_03,Lima,33.0,6.0,0,Cero,5400,5740,7220,7380,7890,7410,1,1,1,1,1,1,Rango_02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,4,3,4,4,5,1,1,1,1,1,1,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 142
11049,201208,1,Rang_ingreso_03,Lima,33.0,6.0,0,Cero,5400,5740,7220,7380,7890,7410,1,1,1,1,1,1,Rango_02,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,4,3,4,4,5,1,1,1,1,1,1,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
81160,201208,1,Rang_ingreso_03,Lima,31.0,8.0,0,Rango_SDO_02,670,590,710,650,530,250,1,1,1,1,1,1,Rango_04,0,0,1,0,0,0,0,9,13,8,10,8,9,0,2,3,5,2,6,3,3,3,3,3,2,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
34472,201208,1,Rang_ingreso_02,Lima,23.0,1.0,0,Rango_SDO_01,0,0,0,0,0,0,1,0,0,0,0,0,Rango_03,0,2,2,3,5,1,0,0,0,0,0,0,0,5,10,9,10,1,3,1,1,1,1,1,1,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
12834,201208,1,Rang_ingreso_01,Lima,61.0,10.0,1,Cero,0,0,0,0,0,0,0,0,0,0,1,0,Rango_01,0,1,2,1,0,3,3,0,0,0,0,0,0,2,2,0,3,6,4,5,5,5,4,4,4,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 125
26324,201208,1,Rang_ingreso_03,Provincia,35.0,2.0,0,Cero,17680,18030,18370,18710,19050,19370,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 43
25921,201208,1,Rang_ingreso_05,Lima,30.0,10.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,3,2,1,1,1,7,0,0,0,0,0,0,16,14,18,18,27,20,4,4,3,2,2,2,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
92814,201208,1,Rang_ingreso_07,Lima,40.0,7.0,0,Rango_SDO_10,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,6,15,10,5,9,7,0,0,0,0,0,0,5,4,0,0,3,2,5,5,5,5,5,5,1,1,1,1,1,1,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 43
49482,201208,0,Rang_ingreso_01,Lima,21.0,2.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,3,5,6,7,2,4,3,4,1,3,5,4,7,3,5,7,10,8,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202403,Producto 07,Submotivo 125
32595,201208,1,Rang_ingreso_02,Lima,29.0,2.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,2,1,1,0,0,0,0,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
96153,201208,1,Rang_ingreso_01,Lima,29.0,4.0,1,Rango_SDO_03,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,0,2,8,16,5,2,2,11,14,16,9,7,2,1,4,16,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Solicitud,NO PROCEDE,202404,Producto 07,Submotivo 144
96153,201208,1,Rang_ingreso_01,Lima,29.0,4.0,1,Rango_SDO_03,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,0,2,8,16,5,2,2,11,14,16,9,7,2,1,4,16,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202404,Producto 07,Submotivo 27
55773,201208,1,Rang_ingreso_01,Lima,36.0,9.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,6,12,12,17,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202403,Producto 07,Submotivo 125
