ID_CORRELATIVO,CODMES_x,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,RANG_SDO_PASIVO_MENOS0,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,RANG_NRO_PRODUCTOS_MENOS0,FLG_NOMINA,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5,TIPO_REQUERIMIENTO2,DICTAMEN,CODMES_y,PRODUCTO_SERVICIO_2,SUBMOTIVO_2
79473,202408,1,Rang_ingreso_09,Lima,57.0,9.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,7,6,7,1,1,1,1,1,1,Reclamo,NO PROCEDE,202406,Producto 18,Submotivo 125
3307,202408,1,Rang_ingreso_05,Lima,35.0,5.0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,1,3,0,0,2,0,0,0,0,0,0,0,15,12,9,12,5,14,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
79577,202408,1,Rang_ingreso_03,Provincia,44.0,4.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,4,4,1,1,1,1,1,1,Reclamo,PROCEDE PARCIAL,202407,Producto 20,Submotivo 43
57250,202408,1,Rang_ingreso_01,Lima,38.0,5.0,Cero,260,430,570,810,1440,2030,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,1,1,1,1,1,1,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
57250,202408,1,Rang_ingreso_01,Lima,38.0,5.0,Cero,260,430,570,810,1440,2030,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 131
57250,202408,1,Rang_ingreso_01,Lima,38.0,5.0,Cero,260,430,570,810,1440,2030,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,1,1,1,1,1,1,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
57250,202408,1,Rang_ingreso_01,Lima,38.0,5.0,Cero,260,430,570,810,1440,2030,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,1,1,1,1,1,1,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
69096,202408,1,Rang_ingreso_06,Lima,30.0,4.0,Rango_SDO_08,6240,7340,6820,6130,3620,6300,1,1,1,1,1,1,Rango_05,0,3,0,0,3,5,3,6,5,8,13,8,11,0,7,4,18,6,9,5,5,5,5,5,4,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202408,Producto 20,Submotivo 132
69096,202408,1,Rang_ingreso_06,Lima,30.0,4.0,Rango_SDO_08,6240,7340,6820,6130,3620,6300,1,1,1,1,1,1,Rango_05,0,3,0,0,3,5,3,6,5,8,13,8,11,0,7,4,18,6,9,5,5,5,5,5,4,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202408,Producto 18,Submotivo 125
69096,202408,1,Rang_ingreso_06,Lima,30.0,4.0,Rango_SDO_08,6240,7340,6820,6130,3620,6300,1,1,1,1,1,1,Rango_05,0,3,0,0,3,5,3,6,5,8,13,8,11,0,7,4,18,6,9,5,5,5,5,5,4,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
69096,202408,1,Rang_ingreso_06,Lima,30.0,4.0,Rango_SDO_08,6240,7340,6820,6130,3620,6300,1,1,1,1,1,1,Rango_05,0,3,0,0,3,5,3,6,5,8,13,8,11,0,7,4,18,6,9,5,5,5,5,5,4,1,1,1,1,1,1,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
34114,202408,1,Rang_ingreso_02,Lima,24.0,3.0,Rango_SDO_01,90,0,0,0,0,0,1,1,1,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,1,1,0,3,2,2,1,1,1,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202408,Producto 20,Submotivo 132
95411,202408,1,Rang_ingreso_01,Lima,25.0,3.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,9,14,3,4,1,0,21,21,25,17,15,15,23,23,27,26,27,25,2,2,2,1,0,0,1,0,0,0,0,0,Reclamo,NO PROCEDE,202408,Producto 18,Submotivo 125
39860,202408,1,Rang_ingreso_06,Provincia,29.0,4.0,Rango_SDO_08,51670,47910,53400,54450,53100,54710,1,1,1,1,1,1,Rango_04,1,6,6,7,9,12,10,10,14,10,2,0,0,30,16,17,14,22,20,1,1,2,2,2,2,0,0,1,1,1,1,Reclamo,PROCEDE TOTAL,202405,Producto 17,Submotivo 105
20486,202408,1,Rang_ingreso_03,Provincia,32.0,2.0,Rango_SDO_01,4090,4120,4100,2510,0,0,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,8,13,13,14,8,6,12,2,8,2,11,8,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202407,Producto 17,Submotivo 89
95866,202408,1,Rang_ingreso_06,Lima,32.0,10.0,Rango_SDO_03,0,40,40,90,90,70,1,1,1,1,1,1,Rango_03,1,10,15,12,7,12,4,20,23,8,11,14,19,13,16,6,4,11,17,1,2,3,4,4,4,0,0,0,0,0,0,Reclamo,NO PROCEDE,202404,Producto 07,Submotivo 125
55365,202408,1,Rang_ingreso_02,Lima,34.0,2.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,0,0,0,0,0,2,5,7,2,6,6,8,8,8,7,5,8,6,3,3,3,3,3,2,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 157
43402,202408,0,Rang_ingreso_01,Provincia,23.0,1.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,4,2,0,0,0,0,10,12,11,11,8,10,14,5,15,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202406,Producto 01,Submotivo 146
94836,202408,1,Rang_ingreso_05,Lima,28.0,6.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,8,11,5,7,6,4,10,12,1,2,1,5,18,15,14,10,14,10,1,1,1,1,1,1,1,1,1,1,1,1,Reclamo,NO PROCEDE,202408,Producto 21,Submotivo 125
98986,202408,1,Rang_ingreso_02,Lima,26.0,2.0,Rango_SDO_01,7610,7900,8100,6800,4630,2820,1,1,1,1,1,1,Rango_04,1,16,12,15,1,10,6,3,1,0,12,1,0,14,4,18,18,22,6,3,3,3,4,4,3,1,1,1,1,1,1,Reclamo,NO PROCEDE,202408,Producto 18,Submotivo 68
98986,202408,1,Rang_ingreso_02,Lima,26.0,2.0,Rango_SDO_01,7610,7900,8100,6800,4630,2820,1,1,1,1,1,1,Rango_04,1,16,12,15,1,10,6,3,1,0,12,1,0,14,4,18,18,22,6,3,3,3,4,4,3,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
98986,202408,1,Rang_ingreso_02,Lima,26.0,2.0,Rango_SDO_01,7610,7900,8100,6800,4630,2820,1,1,1,1,1,1,Rango_04,1,16,12,15,1,10,6,3,1,0,12,1,0,14,4,18,18,22,6,3,3,3,4,4,3,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202405,Producto 05,Submotivo 125
98986,202408,1,Rang_ingreso_02,Lima,26.0,2.0,Rango_SDO_01,7610,7900,8100,6800,4630,2820,1,1,1,1,1,1,Rango_04,1,16,12,15,1,10,6,3,1,0,12,1,0,14,4,18,18,22,6,3,3,3,4,4,3,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202404,Producto 05,Submotivo 125
69467,202408,1,Rang_ingreso_02,Lima,40.0,9.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 125
90113,202408,1,Rang_ingreso_04,Lima,43.0,6.0,Rango_SDO_06,0,0,0,0,0,0,0,0,0,0,0,0,Rango_03,0,0,0,0,0,0,0,1,4,4,5,4,12,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202403,Producto 07,Submotivo 125
19183,202408,1,Rang_ingreso_08,Lima,36.0,6.0,Rango_SDO_02,199460,199740,200080,200480,266310,275130,1,1,1,1,1,1,Rango_03,0,0,1,3,3,12,7,2,1,0,0,0,0,0,0,1,0,2,1,2,2,2,2,2,1,1,1,1,1,1,0,Reclamo,PROCEDE TOTAL,202403,Producto 05,Submotivo 125
52867,202408,1,Rang_ingreso_07,Lima,29.0,1.0,Rango_SDO_05,9550,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,3,1,0,3,2,0,9,3,0,2,3,9,1,2,0,0,0,0,4,4,4,4,5,5,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 125
56692,202408,1,Rang_ingreso_04,Lima,32.0,3.0,Rango_SDO_01,11670,12260,12790,13330,13760,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,2,1,5,6,3,4,4,5,5,3,1,1,1,1,1,1,Reclamo,NO PROCEDE,202404,Producto 17,Submotivo 34
88584,202408,0,Rang_ingreso_01,Lima,32.0,1.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,22,28,11,14,15,12,0,0,0,0,0,0,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202408,Producto 07,Submotivo 144
482,202408,1,Rang_ingreso_06,Lima,53.0,4.0,Rango_SDO_01,5870,6870,7770,8710,7590,4900,1,1,1,1,1,1,Rango_03,0,0,0,0,0,1,0,2,1,3,5,4,6,0,0,1,2,1,0,9,9,9,9,9,9,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202408,Producto 20,Submotivo 132
482,202408,1,Rang_ingreso_06,Lima,53.0,4.0,Rango_SDO_01,5870,6870,7770,8710,7590,4900,1,1,1,1,1,1,Rango_03,0,0,0,0,0,1,0,2,1,3,5,4,6,0,0,1,2,1,0,9,9,9,9,9,9,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202408,Producto 18,Submotivo 125
44253,202408,1,Rang_ingreso_02,Lima,42.0,10.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,0,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 125
88807,202408,1,Rang_ingreso_09,Lima,56.0,7.0,Rango_SDO_11,1949850,1969290,1037580,1015820,1017910,1031340,1,1,1,1,1,1,Rango_05,0,13,10,10,8,18,10,20,29,27,27,16,25,6,9,18,15,12,7,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 68
84802,202408,1,Rang_ingreso_02,Lima,37.0,7.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,8,15,14,17,0,0,0,0,0,0,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
66074,202408,1,Rang_ingreso_06,Lima,45.0,6.0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,2,1,9,3,6,4,0,0,0,0,0,0,2,4,1,0,0,2,9,9,9,9,9,9,1,1,1,1,1,1,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
88466,202408,0,Rang_ingreso_01,Lima,32.0,6.0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,14,15,13,8,10,7,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202406,Producto 21,Submotivo 125
88340,202408,1,Rang_ingreso_02,Lima,68.0,4.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,5,0,7,2,2,2,2,2,2,1,1,1,1,1,1,Reclamo,NO PROCEDE,202406,Producto 21,Submotivo 88
30841,202408,0,Rang_ingreso_01,Provincia,32.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,8,19,13,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 06
50046,202408,1,Rang_ingreso_03,Provincia,44.0,1.0,Rango_SDO_07,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202404,Producto 07,Submotivo 125
62445,202408,1,Rang_ingreso_07,Provincia,28.0,4.0,Rango_SDO_07,42160,43360,44470,45660,46720,47530,1,1,1,1,1,1,Rango_05,1,0,2,1,0,1,2,24,19,16,15,22,20,9,8,12,6,13,7,1,1,1,1,0,1,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 145
69288,202408,1,Rang_ingreso_01,Provincia,33.0,2.0,Rango_SDO_01,6280,6500,6700,6920,7130,7320,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
82849,202408,1,Rang_ingreso_02,Lima,22.0,5.0,Rango_SDO_03,1660,1180,1000,760,760,790,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,18,23,12,16,11,10,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202408,Producto 18,Submotivo 68
18856,202408,1,Rang_ingreso_02,Lima,27.0,9.0,Cero,680,690,690,700,730,690,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,10,4,4,4,4,4,4,4,4,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 132
51501,202408,1,Rang_ingreso_04,Provincia,46.0,7.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,4,1,1,1,1,1,1,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 06
47840,202408,1,Rang_ingreso_09,Lima,30.0,4.0,Rango_SDO_13,125340,126220,133870,135830,136140,81820,1,1,1,1,1,1,Rango_05,1,4,2,11,4,12,6,5,9,9,6,10,8,10,10,10,6,20,3,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202408,Producto 20,Submotivo 142
90653,202408,1,Rang_ingreso_06,Lima,27.0,2.0,Rango_SDO_01,5110,5350,5640,5860,5940,6460,1,1,1,1,1,1,Rango_04,0,0,0,3,3,8,3,0,0,0,0,0,0,4,4,0,2,6,3,3,3,3,3,3,2,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 122
59650,202408,1,Rang_ingreso_02,Lima,31.0,8.0,Rango_SDO_01,2210,2550,700,370,480,170,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
90059,202408,1,Rang_ingreso_04,Lima,23.0,3.0,Rango_SDO_01,30,0,0,0,0,0,1,0,0,0,0,0,Rango_03,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,1,1,2,2,2,1,1,1,1,1,1,Reclamo,NO PROCEDE,202408,Producto 18,Submotivo 125
37822,202408,1,Rang_ingreso_02,Lima,36.0,9.0,Cero,130,250,190,100,290,170,1,1,1,1,1,1,Rango_02,0,8,5,6,3,3,7,0,1,2,0,0,0,0,0,0,0,0,0,6,6,6,6,5,5,1,1,1,1,1,0,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
83731,202408,1,Rang_ingreso_06,Lima,22.0,2.0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,6,5,1,5,5,5,24,28,28,28,27,27,21,24,23,32,20,23,3,2,2,2,1,1,1,1,1,0,0,0,Reclamo,PROCEDE TOTAL,202408,Producto 21,Submotivo 88
83731,202408,1,Rang_ingreso_06,Lima,22.0,2.0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,6,5,1,5,5,5,24,28,28,28,27,27,21,24,23,32,20,23,3,2,2,2,1,1,1,1,1,0,0,0,Reclamo,PROCEDE TOTAL,202406,Producto 21,Submotivo 125
46902,202408,1,Rang_ingreso_05,Lima,24.0,5.0,Rango_SDO_06,32000,32860,33690,30710,5550,6460,1,1,1,1,1,1,Rango_04,1,3,6,6,6,10,7,26,24,26,24,13,14,20,17,15,14,15,11,2,2,2,2,2,2,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202407,Producto 07,Submotivo 27
46902,202408,1,Rang_ingreso_05,Lima,24.0,5.0,Rango_SDO_06,32000,32860,33690,30710,5550,6460,1,1,1,1,1,1,Rango_04,1,3,6,6,6,10,7,26,24,26,24,13,14,20,17,15,14,15,11,2,2,2,2,2,2,1,1,1,1,1,1,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
34956,202408,1,Desconocido,Lima,41.0,5.0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,13,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
11865,202408,1,Rang_ingreso_02,Lima,21.0,2.0,Rango_SDO_01,1400,540,0,0,0,0,1,1,1,1,1,0,Rango_03,0,1,0,0,0,1,1,14,13,9,15,18,12,5,5,13,18,18,8,1,1,1,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202408,Producto 20,Submotivo 142
11865,202408,1,Rang_ingreso_02,Lima,21.0,2.0,Rango_SDO_01,1400,540,0,0,0,0,1,1,1,1,1,0,Rango_03,0,1,0,0,0,1,1,14,13,9,15,18,12,5,5,13,18,18,8,1,1,1,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202404,Producto 21,Submotivo 125
33763,202408,0,Desconocido,Lima,21.0,0.0,Rango_SDO_05,0,0,0,0,0,0,1,1,1,1,1,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,5,12,6,17,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202408,Producto 07,Submotivo 140
33763,202408,0,Desconocido,Lima,21.0,0.0,Rango_SDO_05,0,0,0,0,0,0,1,1,1,1,1,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,5,12,6,17,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202408,Producto 17,Submotivo 111
35352,202408,1,Rang_ingreso_03,Lima,52.0,6.0,Rango_SDO_13,27240,27940,28710,29310,29980,30500,1,1,1,1,1,1,Rango_05,0,10,6,4,2,4,10,0,1,0,0,0,0,1,8,5,3,3,12,5,5,5,5,5,5,1,1,1,1,1,1,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 68
4648,202408,1,Rang_ingreso_03,Lima,23.0,2.0,Rango_SDO_01,9560,10240,10720,10710,11140,10880,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,2,0,16,4,4,4,5,4,4,1,1,1,1,1,1,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 144
44290,202408,1,Rang_ingreso_01,Lima,25.0,4.0,Rango_SDO_02,60,480,360,430,580,690,1,1,1,1,1,1,Rango_03,1,0,0,0,0,2,0,18,21,18,17,23,21,15,21,18,16,28,24,1,1,1,1,1,2,0,0,0,0,0,0,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
44290,202408,1,Rang_ingreso_01,Lima,25.0,4.0,Rango_SDO_02,60,480,360,430,580,690,1,1,1,1,1,1,Rango_03,1,0,0,0,0,2,0,18,21,18,17,23,21,15,21,18,16,28,24,1,1,1,1,1,2,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
73821,202408,1,Rang_ingreso_03,Lima,37.0,2.0,Rango_SDO_14,5020,2120,4010,3110,1580,2450,1,1,1,1,1,1,Rango_04,0,9,9,3,9,4,9,1,10,1,4,5,3,13,5,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202408,Producto 22,Submotivo 125
73821,202408,1,Rang_ingreso_03,Lima,37.0,2.0,Rango_SDO_14,5020,2120,4010,3110,1580,2450,1,1,1,1,1,1,Rango_04,0,9,9,3,9,4,9,1,10,1,4,5,3,13,5,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Reclamo,NO PROCEDE,202408,Producto 22,Submotivo 125
47509,202408,1,Rang_ingreso_06,Lima,48.0,8.0,Rango_SDO_02,540,330,270,270,320,0,1,1,1,1,1,1,Rango_04,1,1,1,0,0,1,3,0,0,0,0,0,0,2,4,2,3,6,1,2,1,1,1,1,1,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202404,Producto 07,Submotivo 141
16579,202408,1,Rang_ingreso_04,Lima,45.0,7.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 43
40038,202408,1,Rang_ingreso_07,Provincia,40.0,4.0,Rango_SDO_09,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,1,1,0,0,0,3,11,2,0,0,0,2,10,15,11,12,18,9,6,6,6,6,6,6,1,1,1,1,1,1,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 67
43441,202408,1,Rang_ingreso_02,Lima,34.0,2.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,11,6,9,16,7,8,20,26,26,25,18,25,13,14,16,17,5,22,0,0,0,0,0,0,0,0,0,0,0,0,Solicitud,PROCEDE TOTAL,202408,Producto 07,Submotivo 144
43441,202408,1,Rang_ingreso_02,Lima,34.0,2.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,11,6,9,16,7,8,20,26,26,25,18,25,13,14,16,17,5,22,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202408,Producto 21,Submotivo 88
43441,202408,1,Rang_ingreso_02,Lima,34.0,2.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,11,6,9,16,7,8,20,26,26,25,18,25,13,14,16,17,5,22,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202407,Producto 07,Submotivo 125
43441,202408,1,Rang_ingreso_02,Lima,34.0,2.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,11,6,9,16,7,8,20,26,26,25,18,25,13,14,16,17,5,22,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202406,Producto 21,Submotivo 125
43441,202408,1,Rang_ingreso_02,Lima,34.0,2.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,11,6,9,16,7,8,20,26,26,25,18,25,13,14,16,17,5,22,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202406,Producto 21,Submotivo 125
43441,202408,1,Rang_ingreso_02,Lima,34.0,2.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,11,6,9,16,7,8,20,26,26,25,18,25,13,14,16,17,5,22,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202406,Producto 21,Submotivo 125
43441,202408,1,Rang_ingreso_02,Lima,34.0,2.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,11,6,9,16,7,8,20,26,26,25,18,25,13,14,16,17,5,22,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,NO PROCEDE,202406,Producto 21,Submotivo 125
28095,202408,1,Rang_ingreso_05,Lima,25.0,5.0,Rango_SDO_11,0,0,270,300,270,380,1,1,1,1,1,1,Rango_04,1,1,1,4,4,7,3,1,0,2,0,2,3,1,4,6,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 156
97880,202408,1,Rang_ingreso_08,Provincia,43.0,7.0,Rango_SDO_07,30420,31190,32040,32840,33690,34560,1,1,1,1,1,1,Rango_05,1,0,0,0,0,0,0,0,0,0,0,0,0,35,16,29,48,42,32,2,2,2,2,2,2,1,1,1,1,1,1,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 43
37371,202408,1,Rang_ingreso_03,Lima,36.0,7.0,Cero,1170,1090,960,820,670,560,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,6,7,2,3,2,1,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
